Order_ID,Product_Name,Quantity,Order_Date,Extracted_Date
30071,Brent,75.9,2019-11-12,2019-11-12
30072,Shawn,50.04,2019-11-12,2019-11-12
30073,Kevin,45.31,2019-11-12,2019-11-12
30074,Greg,55.58,2019-11-12,2019-11-12
30075,Kari,28.08,2019-11-12,2019-11-12
30076,Kari,46.96,2019-11-12,2019-11-12
30077,Laura,38.95,2019-11-12,2019-11-12
30078,Patrick,88.44,2019-11-12,2019-11-12
30079,Eric,34.53,2019-11-12,2019-11-12
30080,Maria,44.24,2019-11-12,2019-11-12
30081,Tiffany,21.6,2019-11-12,2019-11-12
30082,Michael,69.91,2019-11-12,2019-11-12
30083,Jason,68.57,2019-11-12,2019-11-12
30084,Lauren,63.62,2019-11-12,2019-11-12
30085,Christopher,86.27,2019-11-12,2019-11-12
30086,Robin,64.18,2019-11-12,2019-11-12
30087,Thomas,57.99,2019-11-12,2019-11-12
30088,Daniel,57.42,2019-11-12,2019-11-12
30089,Jessica,43.37,2019-11-12,2019-11-12
30090,Christopher,36.68,2019-11-12,2019-11-12
30091,Jennifer,80.7,2019-11-12,2019-11-12
30092,Manuel,67.42,2019-11-12,2019-11-12
30093,James,25.74,2019-11-12,2019-11-12
30094,Christopher,69.58,2019-11-12,2019-11-12
30095,Bradley,42.37,2019-11-12,2019-11-12
30096,Austin,82.59,2019-11-12,2019-11-12
30097,Anna,38.45,2019-11-12,2019-11-12
30098,Richard,79.98,2019-11-12,2019-11-12
30099,Thomas,65.68,2019-11-12,2019-11-12
30100,Lisa,70.32,2019-11-12,2019-11-12
30101,David,64.33,2019-11-12,2019-11-12
30102,Jennifer,75.02,2019-11-12,2019-11-12
30103,Amy,72.39,2019-11-12,2019-11-12
30104,James,89.61,2019-11-12,2019-11-12
30105,Nicholas,61.2,2019-11-12,2019-11-12
30106,Melissa,34.06,2019-11-12,2019-11-12
30107,Michelle,49.01,2019-11-12,2019-11-12
30108,Michelle,73.71,2019-11-12,2019-11-12
30109,Annette,69.14,2019-11-12,2019-11-12
30110,Juan,90.24,2019-11-12,2019-11-12
30111,Jason,30.67,2019-11-12,2019-11-12
30112,Juan,99.82,2019-11-12,2019-11-12
30113,Marissa,80.78,2019-11-12,2019-11-12
30114,Amy,25.18,2019-11-12,2019-11-12
30115,Joshua,78.97,2019-11-12,2019-11-12
30116,Jacob,75.8,2019-11-12,2019-11-12
30117,Carol,78.76,2019-11-12,2019-11-12
30118,Christopher,46.19,2019-11-12,2019-11-12
30119,Gary,96.05,2019-11-12,2019-11-12
30120,Shannon,67.37,2019-11-12,2019-11-12
30121,Derrick,79.13,2019-11-12,2019-11-12
30122,David,91.98,2019-11-12,2019-11-12
30123,Jennifer,91.97,2019-11-12,2019-11-12
30124,Scott,94.26,2019-11-12,2019-11-12
30125,Deborah,78.14,2019-11-12,2019-11-12
30126,James,46.59,2019-11-12,2019-11-12
30127,Denise,35.36,2019-11-12,2019-11-12
30128,Bradley,56.59,2019-11-12,2019-11-12
30129,Gary,43.4,2019-11-12,2019-11-12
30130,Kelli,90.98,2019-11-12,2019-11-12
30131,Sharon,21.21,2019-11-12,2019-11-12
30132,Mark,79.37,2019-11-12,2019-11-12
30133,Elizabeth,80.21,2019-11-12,2019-11-12
30134,James,39.28,2019-11-12,2019-11-12
30135,Michael,37.17,2019-11-12,2019-11-12
30136,Clarence,82.23,2019-11-12,2019-11-12
30137,Casey,52.9,2019-11-12,2019-11-12
30138,Timothy,72.54,2019-11-12,2019-11-12
30139,Cynthia,85.94,2019-11-12,2019-11-12
30140,Wesley,75.16,2019-11-12,2019-11-12
30141,Christopher,97.76,2019-11-12,2019-11-12
30142,Loretta,80.49,2019-11-12,2019-11-12
30143,Mark,57.11,2019-11-12,2019-11-12
30144,Sara,64.38,2019-11-12,2019-11-12
30145,Thomas,61.53,2019-11-12,2019-11-12
30146,Michael,81.99,2019-11-12,2019-11-12
30147,Jeffrey,94.41,2019-11-12,2019-11-12
30148,Cynthia,61.87,2019-11-12,2019-11-12
30149,Angela,23.67,2019-11-12,2019-11-12
30150,Anthony,22.01,2019-11-12,2019-11-12
30151,Luis,37.38,2019-11-12,2019-11-12
30152,Ricardo,76.63,2019-11-12,2019-11-12
30153,Brittany,45.17,2019-11-12,2019-11-12
30154,Meghan,60.79,2019-11-12,2019-11-12
30155,William,91.97,2019-11-12,2019-11-12
30156,Kara,20.06,2019-11-12,2019-11-12
30157,Kari,67.25,2019-11-12,2019-11-12
30158,Heather,93.16,2019-11-12,2019-11-12
30159,Melanie,41.16,2019-11-12,2019-11-12
30160,Joseph,71.12,2019-11-12,2019-11-12
30161,Lee,23.76,2019-11-12,2019-11-12
30162,Danielle,59.78,2019-11-12,2019-11-12
30163,Nicholas,39.78,2019-11-12,2019-11-12
30164,Diane,40.35,2019-11-12,2019-11-12
30165,Melinda,24.79,2019-11-12,2019-11-12
30166,Jose,82.55,2019-11-12,2019-11-12
30167,Eric,52.92,2019-11-12,2019-11-12
30168,John,79.89,2019-11-12,2019-11-12
30169,Kevin,98.21,2019-11-12,2019-11-12
30170,Kristy,77.37,2019-11-12,2019-11-12
30171,Lindsay,34.18,2019-11-12,2019-11-12
30172,Nicole,56.11,2019-11-12,2019-11-12
30173,Dylan,72.76,2019-11-12,2019-11-12
30174,Jose,25.95,2019-11-12,2019-11-12
30175,Casey,91.7,2019-11-12,2019-11-12
30176,Brian,31.36,2019-11-12,2019-11-12
30177,Brenda,27.66,2019-11-12,2019-11-12
30178,Julie,73.32,2019-11-12,2019-11-12
30179,John,64.77,2019-11-12,2019-11-12
30180,Kayla,32.29,2019-11-12,2019-11-12
30181,Tammy,80.49,2019-11-12,2019-11-12
30182,John,20.58,2019-11-12,2019-11-12
30183,Jesse,84.27,2019-11-12,2019-11-12
30184,Deborah,55.76,2019-11-12,2019-11-12
30185,Melissa,88.76,2019-11-12,2019-11-12
30186,Rebecca,92.99,2019-11-12,2019-11-12
30187,William,43.99,2019-11-12,2019-11-12
30188,Ronald,21.52,2019-11-12,2019-11-12
30189,Cheryl,71.18,2019-11-12,2019-11-12
30190,Mark,77.57,2019-11-12,2019-11-12
30191,Rachel,55.61,2019-11-12,2019-11-12
30192,Amanda,46.87,2019-11-12,2019-11-12
30193,Scott,55.15,2019-11-12,2019-11-12
30194,Angela,79.04,2019-11-12,2019-11-12
30195,Tara,76.17,2019-11-12,2019-11-12
30196,Heather,49.04,2019-11-12,2019-11-12
30197,James,49.48,2019-11-12,2019-11-12
30198,Richard,33.66,2019-11-12,2019-11-12
30199,Daniel,68.75,2019-11-12,2019-11-12
30200,Chloe,72.83,2019-11-12,2019-11-12
30201,Jennifer,38.35,2019-11-12,2019-11-12
30202,John,69.16,2019-11-12,2019-11-12
30203,Barbara,80.23,2019-11-12,2019-11-12
30204,Melinda,94.01,2019-11-12,2019-11-12
30205,Jaclyn,94.34,2019-11-12,2019-11-12
30206,William,30.47,2019-11-12,2019-11-12
30207,Kristin,46.23,2019-11-12,2019-11-12
30208,Keith,95.89,2019-11-12,2019-11-12
30209,Rebecca,83.31,2019-11-12,2019-11-12
30210,Pamela,52.97,2019-11-12,2019-11-12
30211,Veronica,69.65,2019-11-12,2019-11-12
30212,Kathleen,53.4,2019-11-12,2019-11-12
30213,Sharon,71.9,2019-11-12,2019-11-12
30214,Barbara,69.4,2019-11-12,2019-11-12
30215,Kelly,20.4,2019-11-12,2019-11-12
30216,John,26.47,2019-11-12,2019-11-12
30217,Laura,77.78,2019-11-12,2019-11-12
30218,Tamara,45.98,2019-11-12,2019-11-12
30219,Tara,29.75,2019-11-12,2019-11-12
30220,Blake,60.18,2019-11-12,2019-11-12
30221,Charles,40.54,2019-11-12,2019-11-12
30222,Bonnie,57.44,2019-11-12,2019-11-12
30223,Heather,57.86,2019-11-12,2019-11-12
30224,Grace,22.11,2019-11-12,2019-11-12
30225,Linda,94.06,2019-11-12,2019-11-12
30226,Manuel,90.56,2019-11-12,2019-11-12
30227,Michelle,72.27,2019-11-12,2019-11-12
30228,Scott,42.96,2019-11-12,2019-11-12
30229,Ian,75.18,2019-11-12,2019-11-12
30230,Amy,29.66,2019-11-12,2019-11-12
30231,Krista,80.86,2019-11-12,2019-11-12
30232,Susan,33.99,2019-11-12,2019-11-12
30233,Maria,35.43,2019-11-12,2019-11-12
30234,Nicholas,46.1,2019-11-12,2019-11-12
30235,Ana,60.36,2019-11-12,2019-11-12
30236,Amy,62.03,2019-11-12,2019-11-12
30237,Robert,47.91,2019-11-12,2019-11-12
30238,Lisa,62.24,2019-11-12,2019-11-12
30239,Michael,43.53,2019-11-12,2019-11-12
30240,Gregory,29.69,2019-11-12,2019-11-12
30241,Alexandria,53.83,2019-11-12,2019-11-12
30242,George,43.15,2019-11-12,2019-11-12
30243,Marie,87.86,2019-11-12,2019-11-12
30244,Erica,68.74,2019-11-12,2019-11-12
30245,Lisa,63.85,2019-11-12,2019-11-12
30246,Eric,56.05,2019-11-12,2019-11-12
30247,Patrick,38.94,2019-11-12,2019-11-12
30248,Antonio,69.77,2019-11-12,2019-11-12
30249,Joyce,46.16,2019-11-12,2019-11-12
30250,Nathan,47.0,2019-11-12,2019-11-12
30251,Jason,20.39,2019-11-12,2019-11-12
30252,Christopher,77.02,2019-11-12,2019-11-12
30253,Evelyn,60.51,2019-11-12,2019-11-12
30254,Sarah,54.26,2019-11-12,2019-11-12
30255,Samantha,78.54,2019-11-12,2019-11-12
30256,Eric,28.83,2019-11-12,2019-11-12
30257,Dustin,33.1,2019-11-12,2019-11-12
30258,Steven,23.75,2019-11-12,2019-11-12
30259,Gerald,40.61,2019-11-12,2019-11-12
30260,Kristin,28.56,2019-11-12,2019-11-12
30261,Randy,61.13,2019-11-12,2019-11-12
30262,Julie,67.53,2019-11-12,2019-11-12
30263,Misty,60.86,2019-11-12,2019-11-12
30264,Amanda,50.36,2019-11-12,2019-11-12
30265,Diane,67.25,2019-11-12,2019-11-12
30266,William,72.45,2019-11-12,2019-11-12
30267,Brian,75.21,2019-11-12,2019-11-12
30268,Nancy,24.0,2019-11-12,2019-11-12
30269,Amy,57.17,2019-11-12,2019-11-12
30270,Jim,66.17,2019-11-12,2019-11-12
30271,Lance,35.04,2019-11-12,2019-11-12
30272,Jeffery,27.2,2019-11-12,2019-11-12
30273,Anna,87.69,2019-11-12,2019-11-12
30274,Carrie,51.42,2019-11-12,2019-11-12
30275,Jill,77.14,2019-11-12,2019-11-12
30276,Eric,86.81,2019-11-12,2019-11-12
30277,David,55.59,2019-11-12,2019-11-12
30278,Audrey,31.69,2019-11-12,2019-11-12
30279,Alexander,82.12,2019-11-12,2019-11-12
30280,Megan,45.37,2019-11-12,2019-11-12
30281,Dominic,95.8,2019-11-12,2019-11-12
30282,Tiffany,81.82,2019-11-12,2019-11-12
30283,Sheryl,72.0,2019-11-12,2019-11-12
30284,Belinda,87.88,2019-11-12,2019-11-12
30285,Kenneth,28.72,2019-11-12,2019-11-12
30286,Troy,90.88,2019-11-12,2019-11-12
30287,Mike,46.05,2019-11-12,2019-11-12
30288,Louis,47.81,2019-11-12,2019-11-12
30289,Joshua,72.9,2019-11-12,2019-11-12
30290,Richard,23.43,2019-11-12,2019-11-12
30291,Erika,86.12,2019-11-12,2019-11-12
30292,Kara,94.11,2019-11-12,2019-11-12
30293,Maria,50.81,2019-11-12,2019-11-12
30294,Jessica,28.57,2019-11-12,2019-11-12
30295,Joseph,50.57,2019-11-12,2019-11-12
30296,Kelly,79.5,2019-11-12,2019-11-12
30297,Amy,20.26,2019-11-12,2019-11-12
30298,Andrea,88.18,2019-11-12,2019-11-12
30299,Joseph,76.87,2019-11-12,2019-11-12
30300,Matthew,43.5,2019-11-12,2019-11-12
30301,Darrell,64.97,2019-11-12,2019-11-12
30302,Gregory,85.94,2019-11-12,2019-11-12
30303,Luis,50.37,2019-11-12,2019-11-12
30304,John,25.23,2019-11-12,2019-11-12
30305,Crystal,32.48,2019-11-12,2019-11-12
30306,Melissa,79.05,2019-11-12,2019-11-12
30307,Joshua,88.54,2019-11-12,2019-11-12
30308,Thomas,92.42,2019-11-12,2019-11-12
30309,Stephen,96.94,2019-11-12,2019-11-12
30310,Timothy,37.97,2019-11-12,2019-11-12
30311,Julie,20.53,2019-11-12,2019-11-12
30312,Michelle,81.81,2019-11-12,2019-11-12
30313,Jody,45.4,2019-11-12,2019-11-12
30314,Lindsey,32.36,2019-11-12,2019-11-12
30315,Brandy,66.43,2019-11-12,2019-11-12
30316,Kurt,46.22,2019-11-12,2019-11-12
30317,Sherry,78.36,2019-11-12,2019-11-12
30318,Erica,93.91,2019-11-12,2019-11-12
30319,Peter,34.16,2019-11-12,2019-11-12
30320,Julia,96.69,2019-11-12,2019-11-12
30321,Aaron,78.59,2019-11-12,2019-11-12
30322,Matthew,68.49,2019-11-12,2019-11-12
30323,Roger,68.24,2019-11-12,2019-11-12
30324,Daniel,49.13,2019-11-12,2019-11-12
30325,Caitlyn,89.86,2019-11-12,2019-11-12
30326,Mark,68.64,2019-11-12,2019-11-12
30327,William,81.67,2019-11-12,2019-11-12
30328,Angela,40.73,2019-11-12,2019-11-12
30329,Beverly,39.64,2019-11-12,2019-11-12
30330,Michele,25.93,2019-11-12,2019-11-12
30331,Douglas,75.1,2019-11-12,2019-11-12
30332,Nathan,62.43,2019-11-12,2019-11-12
30333,James,55.8,2019-11-12,2019-11-12
30334,Amanda,54.67,2019-11-12,2019-11-12
30335,John,47.54,2019-11-12,2019-11-12
30336,William,26.71,2019-11-12,2019-11-12
30337,Lisa,83.26,2019-11-12,2019-11-12
30338,Christopher,96.21,2019-11-12,2019-11-12
30339,Morgan,22.12,2019-11-12,2019-11-12
30340,Bradley,51.09,2019-11-12,2019-11-12
30341,James,34.41,2019-11-12,2019-11-12
30342,Hannah,26.35,2019-11-12,2019-11-12
30343,Nathan,64.07,2019-11-12,2019-11-12
30344,Jessica,82.05,2019-11-12,2019-11-12
30345,Nicholas,38.13,2019-11-12,2019-11-12
30346,Sergio,51.91,2019-11-12,2019-11-12
30347,Larry,80.78,2019-11-12,2019-11-12
30348,Bobby,95.96,2019-11-12,2019-11-12
30349,Valerie,69.59,2019-11-12,2019-11-12
30350,William,79.59,2019-11-12,2019-11-12
30351,Janet,59.88,2019-11-12,2019-11-12
30352,John,87.45,2019-11-12,2019-11-12
30353,Ashley,81.72,2019-11-12,2019-11-12
30354,Maria,48.68,2019-11-12,2019-11-12
30355,Austin,28.13,2019-11-12,2019-11-12
30356,Melissa,20.98,2019-11-12,2019-11-12
30357,Megan,68.93,2019-11-12,2019-11-12
30358,Joshua,24.31,2019-11-12,2019-11-12
30359,Michael,28.11,2019-11-12,2019-11-12
30360,Kimberly,62.98,2019-11-12,2019-11-12
30361,James,64.72,2019-11-12,2019-11-12
30362,Joy,95.36,2019-11-12,2019-11-12
30363,William,95.36,2019-11-12,2019-11-12
30364,Tracy,98.87,2019-11-12,2019-11-12
30365,Todd,88.35,2019-11-12,2019-11-12
30366,Peter,24.51,2019-11-12,2019-11-12
30367,Caitlin,61.29,2019-11-12,2019-11-12
30368,Kelly,21.18,2019-11-12,2019-11-12
30369,Nancy,39.77,2019-11-12,2019-11-12
30370,Joanna,77.65,2019-11-12,2019-11-12
30371,Zachary,34.54,2019-11-12,2019-11-12
30372,Kathleen,95.29,2019-11-12,2019-11-12
30373,Anthony,42.01,2019-11-12,2019-11-12
30374,Molly,29.72,2019-11-12,2019-11-12
30375,Paul,56.01,2019-11-12,2019-11-12
30376,Joshua,47.01,2019-11-12,2019-11-12
30377,Rachel,85.54,2019-11-12,2019-11-12
30378,Rebecca,22.13,2019-11-12,2019-11-12
30379,Warren,95.11,2019-11-12,2019-11-12
30380,Garrett,74.62,2019-11-12,2019-11-12
30381,Mia,89.65,2019-11-12,2019-11-12
30382,Dylan,59.86,2019-11-12,2019-11-12
30383,Laura,45.03,2019-11-12,2019-11-12
30384,Amy,73.01,2019-11-12,2019-11-12
30385,Brandon,59.27,2019-11-12,2019-11-12
30386,Steven,75.0,2019-11-12,2019-11-12
30387,Rebecca,81.59,2019-11-12,2019-11-12
30388,Aaron,81.83,2019-11-12,2019-11-12
30389,Sarah,29.09,2019-11-12,2019-11-12
30390,Melissa,83.4,2019-11-12,2019-11-12
30391,Michael,51.69,2019-11-12,2019-11-12
30392,David,86.66,2019-11-12,2019-11-12
30393,Sara,79.3,2019-11-12,2019-11-12
30394,Brenda,32.11,2019-11-12,2019-11-12
30395,Joseph,31.78,2019-11-12,2019-11-12
30396,Justin,80.89,2019-11-12,2019-11-12
30397,Rebecca,65.39,2019-11-12,2019-11-12
30398,Derek,27.93,2019-11-12,2019-11-12
30399,Susan,68.69,2019-11-12,2019-11-12
30400,Theresa,28.69,2019-11-12,2019-11-12
30401,Leslie,25.01,2019-11-12,2019-11-12
30402,Seth,24.71,2019-11-12,2019-11-12
30403,Brenda,42.05,2019-11-12,2019-11-12
30404,Brittany,45.35,2019-11-12,2019-11-12
30405,Erika,28.87,2019-11-12,2019-11-12
30406,Douglas,80.62,2019-11-12,2019-11-12
30407,Anne,73.45,2019-11-12,2019-11-12
30408,Veronica,87.51,2019-11-12,2019-11-12
30409,Charles,78.69,2019-11-12,2019-11-12
30410,Dawn,62.77,2019-11-12,2019-11-12
30411,Melissa,39.4,2019-11-12,2019-11-12
30412,Raymond,20.97,2019-11-12,2019-11-12
30413,Tyrone,54.46,2019-11-12,2019-11-12
30414,Stephanie,97.45,2019-11-12,2019-11-12
30415,Julia,69.65,2019-11-12,2019-11-12
30416,Barry,43.57,2019-11-12,2019-11-12
30417,Ryan,55.18,2019-11-12,2019-11-12
30418,Shelby,54.01,2019-11-12,2019-11-12
30419,Joseph,71.9,2019-11-12,2019-11-12
30420,Erin,35.4,2019-11-12,2019-11-12
30421,Maria,27.92,2019-11-12,2019-11-12
30422,Yolanda,41.52,2019-11-12,2019-11-12
30423,Matthew,80.4,2019-11-12,2019-11-12
30424,Shirley,40.4,2019-11-12,2019-11-12
30425,Jacqueline,47.05,2019-11-12,2019-11-12
30426,Ashley,93.05,2019-11-12,2019-11-12
30427,Kenneth,76.55,2019-11-12,2019-11-12
30428,Stephen,42.75,2019-11-12,2019-11-12
30429,Virginia,54.53,2019-11-12,2019-11-12
30430,Justin,53.27,2019-11-12,2019-11-12
30431,Cynthia,92.77,2019-11-12,2019-11-12
30432,Michele,48.46,2019-11-12,2019-11-12
30433,Ross,42.18,2019-11-12,2019-11-12
30434,Jonathan,84.04,2019-11-12,2019-11-12
30435,Gary,29.67,2019-11-12,2019-11-12
30436,Valerie,42.32,2019-11-12,2019-11-12
30437,Elizabeth,57.59,2019-11-12,2019-11-12
30438,Kristina,31.09,2019-11-12,2019-11-12
30439,William,74.98,2019-11-12,2019-11-12
30440,William,36.59,2019-11-12,2019-11-12
30441,Benjamin,27.96,2019-11-12,2019-11-12
30442,Monica,63.48,2019-11-12,2019-11-12
30443,Sarah,37.28,2019-11-12,2019-11-12
30444,Patrick,22.97,2019-11-12,2019-11-12
30445,Adam,44.23,2019-11-12,2019-11-12
30446,Laurie,48.75,2019-11-12,2019-11-12
30447,Melissa,20.69,2019-11-12,2019-11-12
30448,Joseph,70.96,2019-11-12,2019-11-12
30449,Amanda,37.91,2019-11-12,2019-11-12
30450,David,20.22,2019-11-12,2019-11-12
30451,Andrew,28.95,2019-11-12,2019-11-12
30452,Cindy,75.11,2019-11-12,2019-11-12
30453,Victor,27.94,2019-11-12,2019-11-12
30454,Zachary,37.75,2019-11-12,2019-11-12
30455,Lisa,49.96,2019-11-12,2019-11-12
30456,Michael,91.93,2019-11-12,2019-11-12
30457,Denise,86.1,2019-11-12,2019-11-12
30458,Grace,85.74,2019-11-12,2019-11-12
30459,Nicole,53.12,2019-11-12,2019-11-12
30460,Tammy,80.73,2019-11-12,2019-11-12
30461,Amy,27.54,2019-11-12,2019-11-12
30462,Michael,76.83,2019-11-12,2019-11-12
30463,Patty,32.05,2019-11-12,2019-11-12
30464,Dwayne,83.79,2019-11-12,2019-11-12
30465,Stacey,97.17,2019-11-12,2019-11-12
30466,Andrea,39.96,2019-11-12,2019-11-12
30467,Natasha,47.45,2019-11-12,2019-11-12
30468,Kimberly,97.92,2019-11-12,2019-11-12
30469,Donald,58.17,2019-11-12,2019-11-12
30470,James,70.45,2019-11-12,2019-11-12
30471,Gregory,31.3,2019-11-12,2019-11-12
30472,Cynthia,64.77,2019-11-12,2019-11-12
30473,Cody,37.65,2019-11-12,2019-11-12
30474,Melissa,27.31,2019-11-12,2019-11-12
30475,Amanda,24.99,2019-11-12,2019-11-12
30476,Christopher,60.6,2019-11-12,2019-11-12
30477,Anthony,99.57,2019-11-12,2019-11-12
30478,Kerry,72.14,2019-11-12,2019-11-12
30479,Joseph,39.95,2019-11-12,2019-11-12
30480,Jacob,58.79,2019-11-12,2019-11-12
30481,Danny,81.72,2019-11-12,2019-11-12
30482,David,90.96,2019-11-12,2019-11-12
30483,Patricia,86.7,2019-11-12,2019-11-12
30484,Crystal,23.03,2019-11-12,2019-11-12
30485,Savannah,68.5,2019-11-12,2019-11-12
30486,Sarah,66.39,2019-11-12,2019-11-12
30487,Kimberly,25.99,2019-11-12,2019-11-12
30488,Kimberly,72.99,2019-11-12,2019-11-12
30489,James,44.82,2019-11-12,2019-11-12
30490,Carol,38.54,2019-11-12,2019-11-12
30491,Susan,47.41,2019-11-12,2019-11-12
30492,Kevin,98.18,2019-11-12,2019-11-12
30493,Ricardo,91.7,2019-11-12,2019-11-12
30494,Aaron,49.19,2019-11-12,2019-11-12
30495,Michael,88.77,2019-11-12,2019-11-12
30496,Patty,51.45,2019-11-12,2019-11-12
30497,Andrew,60.88,2019-11-12,2019-11-12
30498,Angel,29.2,2019-11-12,2019-11-12
30499,Nicole,70.82,2019-11-12,2019-11-12
30500,Paige,54.11,2019-11-12,2019-11-12
