Master_ID,Child_ID,Relation_Type,Extracted_Date
355,90129,Floor,2019-11-13
388,90130,Activity,2019-11-13
432,90131,Reflect,2019-11-13
49,90132,Congress,2019-11-13
887,90133,Move,2019-11-13
37,90134,Friend,2019-11-13
24,90135,Throw,2019-11-13
399,90136,Century,2019-11-13
162,90137,Better,2019-11-13
902,90138,Machine,2019-11-13
352,90139,Light,2019-11-13
147,90140,Grow,2019-11-13
737,90141,Decade,2019-11-13
744,90142,Magazine,2019-11-13
873,90143,Note,2019-11-13
679,90144,Imagine,2019-11-13
332,90145,Wish,2019-11-13
579,90146,Purpose,2019-11-13
124,90147,Suffer,2019-11-13
622,90148,Safe,2019-11-13
896,90149,Not,2019-11-13
302,90150,Peace,2019-11-13
585,90151,Difference,2019-11-13
616,90152,Ever,2019-11-13
229,90153,First,2019-11-13
123,90154,Room,2019-11-13
146,90155,Turn,2019-11-13
179,90156,Move,2019-11-13
896,90157,Say,2019-11-13
446,90158,Above,2019-11-13
905,90159,Care,2019-11-13
891,90160,Arm,2019-11-13
297,90161,That,2019-11-13
363,90162,Amount,2019-11-13
686,90163,Hit,2019-11-13
902,90164,Parent,2019-11-13
638,90165,Rich,2019-11-13
525,90166,Available,2019-11-13
118,90167,Nor,2019-11-13
256,90168,Modern,2019-11-13
759,90169,Board,2019-11-13
256,90170,Serious,2019-11-13
923,90171,Chance,2019-11-13
398,90172,Join,2019-11-13
315,90173,Question,2019-11-13
685,90174,Material,2019-11-13
461,90175,Music,2019-11-13
484,90176,Girl,2019-11-13
377,90177,Agency,2019-11-13
480,90178,Dream,2019-11-13
599,90179,Week,2019-11-13
492,90180,Report,2019-11-13
675,90181,True,2019-11-13
820,90182,Often,2019-11-13
570,90183,Indeed,2019-11-13
732,90184,Paper,2019-11-13
684,90185,Near,2019-11-13
593,90186,Audience,2019-11-13
979,90187,Detail,2019-11-13
78,90188,Single,2019-11-13
941,90189,Team,2019-11-13
331,90190,Arrive,2019-11-13
963,90191,Game,2019-11-13
191,90192,Act,2019-11-13
723,90193,They,2019-11-13
383,90194,While,2019-11-13
35,90195,Determine,2019-11-13
834,90196,Note,2019-11-13
235,90197,Quickly,2019-11-13
256,90198,Value,2019-11-13
4,90199,Activity,2019-11-13
172,90200,Large,2019-11-13
129,90201,Test,2019-11-13
553,90202,Summer,2019-11-13
861,90203,Herself,2019-11-13
283,90204,Protect,2019-11-13
982,90205,Tv,2019-11-13
43,90206,Store,2019-11-13
980,90207,Tonight,2019-11-13
69,90208,Look,2019-11-13
645,90209,Nice,2019-11-13
210,90210,Order,2019-11-13
164,90211,Check,2019-11-13
512,90212,Development,2019-11-13
401,90213,Stuff,2019-11-13
181,90214,Effect,2019-11-13
595,90215,Commercial,2019-11-13
18,90216,Civil,2019-11-13
212,90217,Pick,2019-11-13
112,90218,Together,2019-11-13
68,90219,Side,2019-11-13
996,90220,Since,2019-11-13
823,90221,Question,2019-11-13
626,90222,Inside,2019-11-13
868,90223,Fear,2019-11-13
651,90224,Low,2019-11-13
724,90225,Over,2019-11-13
494,90226,Place,2019-11-13
932,90227,Program,2019-11-13
802,90228,Work,2019-11-13
880,90229,Test,2019-11-13
741,90230,Nearly,2019-11-13
545,90231,No,2019-11-13
166,90232,Ok,2019-11-13
330,90233,Mrs,2019-11-13
830,90234,Toward,2019-11-13
579,90235,Near,2019-11-13
413,90236,Stock,2019-11-13
956,90237,Remember,2019-11-13
582,90238,Sometimes,2019-11-13
764,90239,Beyond,2019-11-13
179,90240,Others,2019-11-13
49,90241,Far,2019-11-13
517,90242,Likely,2019-11-13
247,90243,Feel,2019-11-13
352,90244,Still,2019-11-13
468,90245,Standard,2019-11-13
692,90246,Idea,2019-11-13
787,90247,There,2019-11-13
602,90248,Eight,2019-11-13
420,90249,Will,2019-11-13
152,90250,Agreement,2019-11-13
363,90251,Real,2019-11-13
528,90252,Season,2019-11-13
680,90253,Paper,2019-11-13
499,90254,Glass,2019-11-13
405,90255,Marriage,2019-11-13
59,90256,Dream,2019-11-13
750,90257,Agent,2019-11-13
378,90258,Be,2019-11-13
927,90259,Include,2019-11-13
537,90260,Film,2019-11-13
847,90261,Bad,2019-11-13
543,90262,Less,2019-11-13
412,90263,Create,2019-11-13
378,90264,Own,2019-11-13
591,90265,Performance,2019-11-13
216,90266,Pm,2019-11-13
362,90267,Son,2019-11-13
117,90268,Order,2019-11-13
569,90269,Natural,2019-11-13
273,90270,War,2019-11-13
73,90271,Prepare,2019-11-13
708,90272,Sometimes,2019-11-13
134,90273,Newspaper,2019-11-13
570,90274,Responsibility,2019-11-13
352,90275,Marriage,2019-11-13
311,90276,Word,2019-11-13
979,90277,Impact,2019-11-13
882,90278,That,2019-11-13
954,90279,Economy,2019-11-13
537,90280,Term,2019-11-13
910,90281,Take,2019-11-13
312,90282,Wide,2019-11-13
321,90283,Star,2019-11-13
759,90284,Decade,2019-11-13
230,90285,Similar,2019-11-13
224,90286,Move,2019-11-13
513,90287,Act,2019-11-13
388,90288,Summer,2019-11-13
96,90289,Structure,2019-11-13
453,90290,Early,2019-11-13
92,90291,Do,2019-11-13
493,90292,War,2019-11-13
229,90293,Specific,2019-11-13
115,90294,Citizen,2019-11-13
948,90295,Boy,2019-11-13
480,90296,During,2019-11-13
32,90297,Eight,2019-11-13
138,90298,State,2019-11-13
873,90299,City,2019-11-13
594,90300,Make,2019-11-13
982,90301,Current,2019-11-13
62,90302,Return,2019-11-13
246,90303,Seat,2019-11-13
966,90304,Ground,2019-11-13
314,90305,Movement,2019-11-13
857,90306,Truth,2019-11-13
93,90307,Owner,2019-11-13
872,90308,Treatment,2019-11-13
730,90309,Choice,2019-11-13
257,90310,Also,2019-11-13
225,90311,Fish,2019-11-13
669,90312,Such,2019-11-13
868,90313,Month,2019-11-13
528,90314,Military,2019-11-13
133,90315,However,2019-11-13
637,90316,Draw,2019-11-13
938,90317,Finally,2019-11-13
827,90318,Put,2019-11-13
23,90319,Important,2019-11-13
391,90320,Walk,2019-11-13
813,90321,Strategy,2019-11-13
577,90322,Knowledge,2019-11-13
212,90323,Hold,2019-11-13
625,90324,Let,2019-11-13
10,90325,Prove,2019-11-13
736,90326,Capital,2019-11-13
658,90327,Power,2019-11-13
188,90328,Behind,2019-11-13
506,90329,Someone,2019-11-13
445,90330,National,2019-11-13
454,90331,Table,2019-11-13
708,90332,Center,2019-11-13
423,90333,Although,2019-11-13
481,90334,College,2019-11-13
152,90335,Option,2019-11-13
32,90336,Sister,2019-11-13
99,90337,Remain,2019-11-13
335,90338,Reach,2019-11-13
572,90339,Smile,2019-11-13
310,90340,Effort,2019-11-13
120,90341,Action,2019-11-13
357,90342,Civil,2019-11-13
661,90343,Whole,2019-11-13
613,90344,Necessary,2019-11-13
184,90345,Official,2019-11-13
462,90346,Accept,2019-11-13
345,90347,Offer,2019-11-13
220,90348,General,2019-11-13
372,90349,Too,2019-11-13
419,90350,Agreement,2019-11-13
104,90351,Long,2019-11-13
942,90352,Onto,2019-11-13
753,90353,Job,2019-11-13
198,90354,Family,2019-11-13
247,90355,Later,2019-11-13
163,90356,Line,2019-11-13
740,90357,Relationship,2019-11-13
604,90358,Impact,2019-11-13
947,90359,Go,2019-11-13
251,90360,Majority,2019-11-13
932,90361,Show,2019-11-13
978,90362,Agent,2019-11-13
412,90363,Word,2019-11-13
197,90364,Play,2019-11-13
569,90365,Fire,2019-11-13
844,90366,Different,2019-11-13
194,90367,Because,2019-11-13
483,90368,Structure,2019-11-13
356,90369,Half,2019-11-13
453,90370,Imagine,2019-11-13
837,90371,Fly,2019-11-13
465,90372,Usually,2019-11-13
420,90373,Deep,2019-11-13
230,90374,Future,2019-11-13
318,90375,Image,2019-11-13
550,90376,Someone,2019-11-13
826,90377,Like,2019-11-13
913,90378,Ten,2019-11-13
726,90379,Half,2019-11-13
104,90380,Store,2019-11-13
921,90381,Center,2019-11-13
42,90382,Game,2019-11-13
954,90383,Though,2019-11-13
383,90384,Fire,2019-11-13
677,90385,Memory,2019-11-13
946,90386,Total,2019-11-13
561,90387,Over,2019-11-13
329,90388,Age,2019-11-13
778,90389,Group,2019-11-13
12,90390,Recent,2019-11-13
560,90391,Still,2019-11-13
300,90392,Blue,2019-11-13
437,90393,Family,2019-11-13
368,90394,If,2019-11-13
316,90395,Leg,2019-11-13
25,90396,Country,2019-11-13
956,90397,Two,2019-11-13
235,90398,Term,2019-11-13
377,90399,Close,2019-11-13
356,90400,Business,2019-11-13
965,90401,Relate,2019-11-13
320,90402,On,2019-11-13
574,90403,Also,2019-11-13
187,90404,Why,2019-11-13
310,90405,Pass,2019-11-13
943,90406,Manage,2019-11-13
451,90407,Wait,2019-11-13
374,90408,Recognize,2019-11-13
946,90409,Performance,2019-11-13
188,90410,Election,2019-11-13
774,90411,Amount,2019-11-13
469,90412,Key,2019-11-13
267,90413,Simply,2019-11-13
970,90414,Eight,2019-11-13
75,90415,On,2019-11-13
853,90416,Message,2019-11-13
222,90417,Security,2019-11-13
888,90418,Apply,2019-11-13
418,90419,Tax,2019-11-13
541,90420,Speech,2019-11-13
23,90421,Figure,2019-11-13
174,90422,Weight,2019-11-13
33,90423,Program,2019-11-13
436,90424,Might,2019-11-13
94,90425,Often,2019-11-13
72,90426,Middle,2019-11-13
623,90427,Newspaper,2019-11-13
897,90428,Mother,2019-11-13
887,90429,Prove,2019-11-13
330,90430,Along,2019-11-13
983,90431,Here,2019-11-13
902,90432,Really,2019-11-13
338,90433,Young,2019-11-13
987,90434,Total,2019-11-13
19,90435,Loss,2019-11-13
245,90436,Also,2019-11-13
707,90437,One,2019-11-13
178,90438,Red,2019-11-13
767,90439,Evening,2019-11-13
846,90440,Matter,2019-11-13
491,90441,Whole,2019-11-13
611,90442,Hand,2019-11-13
782,90443,Region,2019-11-13
399,90444,Law,2019-11-13
273,90445,Keep,2019-11-13
111,90446,Civil,2019-11-13
616,90447,Finally,2019-11-13
447,90448,Stay,2019-11-13
797,90449,Later,2019-11-13
856,90450,Year,2019-11-13
827,90451,Serve,2019-11-13
19,90452,Heart,2019-11-13
642,90453,Southern,2019-11-13
131,90454,Republican,2019-11-13
477,90455,Class,2019-11-13
6,90456,Worker,2019-11-13
987,90457,Could,2019-11-13
436,90458,Star,2019-11-13
918,90459,Member,2019-11-13
741,90460,Great,2019-11-13
937,90461,Southern,2019-11-13
84,90462,Though,2019-11-13
888,90463,Huge,2019-11-13
817,90464,Mouth,2019-11-13
557,90465,Base,2019-11-13
536,90466,Well,2019-11-13
291,90467,Throughout,2019-11-13
626,90468,Effect,2019-11-13
398,90469,Kid,2019-11-13
955,90470,Benefit,2019-11-13
883,90471,Today,2019-11-13
598,90472,Daughter,2019-11-13
68,90473,Eat,2019-11-13
430,90474,Focus,2019-11-13
360,90475,Within,2019-11-13
983,90476,Simply,2019-11-13
956,90477,Across,2019-11-13
559,90478,Point,2019-11-13
703,90479,Example,2019-11-13
524,90480,Gas,2019-11-13
835,90481,Cover,2019-11-13
994,90482,Treatment,2019-11-13
90,90483,Hair,2019-11-13
204,90484,System,2019-11-13
579,90485,Enter,2019-11-13
684,90486,Personal,2019-11-13
252,90487,Too,2019-11-13
968,90488,Allow,2019-11-13
932,90489,Represent,2019-11-13
971,90490,Ago,2019-11-13
439,90491,Enough,2019-11-13
237,90492,Responsibility,2019-11-13
918,90493,Word,2019-11-13
592,90494,Last,2019-11-13
958,90495,Movement,2019-11-13
478,90496,Religious,2019-11-13
994,90497,Always,2019-11-13
90,90498,Sit,2019-11-13
902,90499,Conference,2019-11-13
686,90500,Kid,2019-11-13
