Order_ID,Product_Name,Quantity,Order_Date,Extracted_Date
30083,Joshua,79.83,2019-11-13,2019-11-13
30084,Philip,40.48,2019-11-13,2019-11-13
30085,David,31.41,2019-11-13,2019-11-13
30086,Alicia,36.69,2019-11-13,2019-11-13
30087,Jacob,65.24,2019-11-13,2019-11-13
30088,Sheila,76.02,2019-11-13,2019-11-13
30089,Katherine,78.47,2019-11-13,2019-11-13
30090,Lisa,52.34,2019-11-13,2019-11-13
30091,Danielle,42.39,2019-11-13,2019-11-13
30092,Jacob,71.42,2019-11-13,2019-11-13
30093,April,44.7,2019-11-13,2019-11-13
30094,Sherry,89.54,2019-11-13,2019-11-13
30095,Juan,50.85,2019-11-13,2019-11-13
30096,Sophia,32.19,2019-11-13,2019-11-13
30097,Jonathan,82.66,2019-11-13,2019-11-13
30098,Peter,54.64,2019-11-13,2019-11-13
30099,Charles,32.73,2019-11-13,2019-11-13
30100,Kyle,89.7,2019-11-13,2019-11-13
30101,Joshua,94.54,2019-11-13,2019-11-13
30102,Nathan,67.46,2019-11-13,2019-11-13
30103,Ryan,32.05,2019-11-13,2019-11-13
30104,Rachel,58.08,2019-11-13,2019-11-13
30105,Rebecca,39.55,2019-11-13,2019-11-13
30106,Rita,83.16,2019-11-13,2019-11-13
30107,Susan,69.24,2019-11-13,2019-11-13
30108,Vanessa,73.83,2019-11-13,2019-11-13
30109,Jonathan,29.1,2019-11-13,2019-11-13
30110,Juan,64.74,2019-11-13,2019-11-13
30111,Jacob,29.39,2019-11-13,2019-11-13
30112,Sarah,65.89,2019-11-13,2019-11-13
30113,Mallory,28.1,2019-11-13,2019-11-13
30114,Tommy,32.88,2019-11-13,2019-11-13
30115,Russell,40.4,2019-11-13,2019-11-13
30116,Hannah,39.03,2019-11-13,2019-11-13
30117,Gary,55.99,2019-11-13,2019-11-13
30118,Tyler,28.32,2019-11-13,2019-11-13
30119,Aaron,37.15,2019-11-13,2019-11-13
30120,Susan,52.54,2019-11-13,2019-11-13
30121,Charlotte,60.44,2019-11-13,2019-11-13
30122,Austin,49.67,2019-11-13,2019-11-13
30123,Donna,95.66,2019-11-13,2019-11-13
30124,Diane,69.05,2019-11-13,2019-11-13
30125,Blake,37.86,2019-11-13,2019-11-13
30126,Brittany,20.58,2019-11-13,2019-11-13
30127,David,98.92,2019-11-13,2019-11-13
30128,Luis,34.23,2019-11-13,2019-11-13
30129,Adam,89.66,2019-11-13,2019-11-13
30130,Carrie,30.86,2019-11-13,2019-11-13
30131,Sandra,71.98,2019-11-13,2019-11-13
30132,Kimberly,73.29,2019-11-13,2019-11-13
30133,Nicole,39.31,2019-11-13,2019-11-13
30134,Ruben,56.82,2019-11-13,2019-11-13
30135,Meredith,82.57,2019-11-13,2019-11-13
30136,Jeremy,46.4,2019-11-13,2019-11-13
30137,Patrick,51.49,2019-11-13,2019-11-13
30138,Frank,92.84,2019-11-13,2019-11-13
30139,Jamie,44.78,2019-11-13,2019-11-13
30140,Joseph,95.48,2019-11-13,2019-11-13
30141,Jack,89.13,2019-11-13,2019-11-13
30142,William,44.35,2019-11-13,2019-11-13
30143,Luis,85.92,2019-11-13,2019-11-13
30144,Krista,46.1,2019-11-13,2019-11-13
30145,Bethany,24.6,2019-11-13,2019-11-13
30146,Heather,72.39,2019-11-13,2019-11-13
30147,Thomas,72.15,2019-11-13,2019-11-13
30148,Eric,96.68,2019-11-13,2019-11-13
30149,Matthew,87.33,2019-11-13,2019-11-13
30150,Emily,82.69,2019-11-13,2019-11-13
30151,Melissa,42.06,2019-11-13,2019-11-13
30152,Andrea,98.82,2019-11-13,2019-11-13
30153,Sara,27.09,2019-11-13,2019-11-13
30154,Kristen,33.53,2019-11-13,2019-11-13
30155,Dustin,78.74,2019-11-13,2019-11-13
30156,Destiny,20.71,2019-11-13,2019-11-13
30157,Lisa,37.16,2019-11-13,2019-11-13
30158,Donald,83.1,2019-11-13,2019-11-13
30159,Jason,66.02,2019-11-13,2019-11-13
30160,Eugene,59.46,2019-11-13,2019-11-13
30161,Joseph,42.99,2019-11-13,2019-11-13
30162,Susan,36.68,2019-11-13,2019-11-13
30163,Roy,61.87,2019-11-13,2019-11-13
30164,Emma,33.61,2019-11-13,2019-11-13
30165,Mary,45.41,2019-11-13,2019-11-13
30166,Lori,57.96,2019-11-13,2019-11-13
30167,Mary,27.86,2019-11-13,2019-11-13
30168,Carl,88.52,2019-11-13,2019-11-13
30169,Mary,71.94,2019-11-13,2019-11-13
30170,Alexander,85.77,2019-11-13,2019-11-13
30171,Edward,70.94,2019-11-13,2019-11-13
30172,Linda,50.73,2019-11-13,2019-11-13
30173,Neil,46.85,2019-11-13,2019-11-13
30174,Vernon,24.88,2019-11-13,2019-11-13
30175,Jonathan,83.27,2019-11-13,2019-11-13
30176,Francisco,81.55,2019-11-13,2019-11-13
30177,Lisa,95.24,2019-11-13,2019-11-13
30178,Sharon,75.74,2019-11-13,2019-11-13
30179,Timothy,50.1,2019-11-13,2019-11-13
30180,Richard,34.33,2019-11-13,2019-11-13
30181,Melissa,35.86,2019-11-13,2019-11-13
30182,Erica,40.31,2019-11-13,2019-11-13
30183,Troy,34.3,2019-11-13,2019-11-13
30184,Frances,35.97,2019-11-13,2019-11-13
30185,Christian,42.09,2019-11-13,2019-11-13
30186,Maurice,68.0,2019-11-13,2019-11-13
30187,Stephanie,63.88,2019-11-13,2019-11-13
30188,Miranda,76.65,2019-11-13,2019-11-13
30189,Latoya,70.37,2019-11-13,2019-11-13
30190,Jose,33.33,2019-11-13,2019-11-13
30191,Gregory,81.8,2019-11-13,2019-11-13
30192,Martha,74.7,2019-11-13,2019-11-13
30193,Kelly,87.17,2019-11-13,2019-11-13
30194,Ian,28.04,2019-11-13,2019-11-13
30195,Janice,71.91,2019-11-13,2019-11-13
30196,Marc,82.93,2019-11-13,2019-11-13
30197,Shannon,37.95,2019-11-13,2019-11-13
30198,Raymond,60.01,2019-11-13,2019-11-13
30199,Brandon,53.8,2019-11-13,2019-11-13
30200,Benjamin,50.23,2019-11-13,2019-11-13
30201,Rhonda,32.91,2019-11-13,2019-11-13
30202,Jonathan,90.34,2019-11-13,2019-11-13
30203,Lisa,61.33,2019-11-13,2019-11-13
30204,Morgan,22.45,2019-11-13,2019-11-13
30205,Ian,92.05,2019-11-13,2019-11-13
30206,Joshua,27.17,2019-11-13,2019-11-13
30207,Sarah,67.39,2019-11-13,2019-11-13
30208,Michael,53.04,2019-11-13,2019-11-13
30209,Frederick,48.65,2019-11-13,2019-11-13
30210,Maria,30.34,2019-11-13,2019-11-13
30211,Joseph,52.19,2019-11-13,2019-11-13
30212,Robert,96.27,2019-11-13,2019-11-13
30213,Martha,27.97,2019-11-13,2019-11-13
30214,Steven,35.47,2019-11-13,2019-11-13
30215,Sherri,55.95,2019-11-13,2019-11-13
30216,Kerri,71.86,2019-11-13,2019-11-13
30217,Rachel,30.01,2019-11-13,2019-11-13
30218,Kevin,30.53,2019-11-13,2019-11-13
30219,Joanna,71.37,2019-11-13,2019-11-13
30220,Valerie,25.35,2019-11-13,2019-11-13
30221,Robert,89.95,2019-11-13,2019-11-13
30222,Deborah,53.14,2019-11-13,2019-11-13
30223,Jennifer,96.79,2019-11-13,2019-11-13
30224,Trevor,33.57,2019-11-13,2019-11-13
30225,Janice,22.01,2019-11-13,2019-11-13
30226,Jason,88.79,2019-11-13,2019-11-13
30227,Dennis,86.2,2019-11-13,2019-11-13
30228,Christopher,22.02,2019-11-13,2019-11-13
30229,Mercedes,77.1,2019-11-13,2019-11-13
30230,Jason,91.51,2019-11-13,2019-11-13
30231,Renee,28.7,2019-11-13,2019-11-13
30232,Michael,41.51,2019-11-13,2019-11-13
30233,Aaron,25.14,2019-11-13,2019-11-13
30234,Anna,42.58,2019-11-13,2019-11-13
30235,Emily,38.35,2019-11-13,2019-11-13
30236,Erin,63.28,2019-11-13,2019-11-13
30237,Amber,36.49,2019-11-13,2019-11-13
30238,Joel,89.66,2019-11-13,2019-11-13
30239,Larry,89.14,2019-11-13,2019-11-13
30240,Karen,93.6,2019-11-13,2019-11-13
30241,Amanda,24.27,2019-11-13,2019-11-13
30242,Stephen,36.44,2019-11-13,2019-11-13
30243,Joel,62.93,2019-11-13,2019-11-13
30244,Tara,53.46,2019-11-13,2019-11-13
30245,Sarah,32.49,2019-11-13,2019-11-13
30246,William,20.66,2019-11-13,2019-11-13
30247,Wesley,54.39,2019-11-13,2019-11-13
30248,Joseph,51.08,2019-11-13,2019-11-13
30249,Timothy,63.7,2019-11-13,2019-11-13
30250,Jay,23.69,2019-11-13,2019-11-13
30251,Jennifer,38.58,2019-11-13,2019-11-13
30252,James,60.72,2019-11-13,2019-11-13
30253,Rachael,28.6,2019-11-13,2019-11-13
30254,Jason,62.03,2019-11-13,2019-11-13
30255,Thomas,33.43,2019-11-13,2019-11-13
30256,Steven,33.72,2019-11-13,2019-11-13
30257,Daniel,61.51,2019-11-13,2019-11-13
30258,Kathryn,40.11,2019-11-13,2019-11-13
30259,Christina,35.43,2019-11-13,2019-11-13
30260,Susan,71.62,2019-11-13,2019-11-13
30261,Ricky,45.11,2019-11-13,2019-11-13
30262,Jamie,20.79,2019-11-13,2019-11-13
30263,Danny,88.67,2019-11-13,2019-11-13
30264,Beth,51.94,2019-11-13,2019-11-13
30265,Angela,85.88,2019-11-13,2019-11-13
30266,Stanley,28.52,2019-11-13,2019-11-13
30267,Christopher,36.1,2019-11-13,2019-11-13
30268,Danielle,64.15,2019-11-13,2019-11-13
30269,Michelle,60.39,2019-11-13,2019-11-13
30270,John,74.16,2019-11-13,2019-11-13
30271,Aaron,76.46,2019-11-13,2019-11-13
30272,Ashley,81.56,2019-11-13,2019-11-13
30273,Thomas,29.15,2019-11-13,2019-11-13
30274,Julie,21.9,2019-11-13,2019-11-13
30275,Brian,79.15,2019-11-13,2019-11-13
30276,Craig,51.02,2019-11-13,2019-11-13
30277,Gregory,71.36,2019-11-13,2019-11-13
30278,Natalie,83.72,2019-11-13,2019-11-13
30279,Sergio,35.49,2019-11-13,2019-11-13
30280,Hannah,20.38,2019-11-13,2019-11-13
30281,Austin,51.28,2019-11-13,2019-11-13
30282,Danielle,66.37,2019-11-13,2019-11-13
30283,Sharon,37.32,2019-11-13,2019-11-13
30284,Zoe,70.79,2019-11-13,2019-11-13
30285,Chad,78.49,2019-11-13,2019-11-13
30286,Robert,59.12,2019-11-13,2019-11-13
30287,Jennifer,85.66,2019-11-13,2019-11-13
30288,Victor,57.94,2019-11-13,2019-11-13
30289,Lisa,40.84,2019-11-13,2019-11-13
30290,Joshua,52.63,2019-11-13,2019-11-13
30291,Vanessa,20.45,2019-11-13,2019-11-13
30292,Catherine,45.42,2019-11-13,2019-11-13
30293,Jeffery,96.68,2019-11-13,2019-11-13
30294,Larry,70.66,2019-11-13,2019-11-13
30295,Mark,81.06,2019-11-13,2019-11-13
30296,Sally,74.57,2019-11-13,2019-11-13
30297,Leslie,28.25,2019-11-13,2019-11-13
30298,Maxwell,35.76,2019-11-13,2019-11-13
30299,Lawrence,48.57,2019-11-13,2019-11-13
30300,Charles,66.96,2019-11-13,2019-11-13
30301,Corey,59.15,2019-11-13,2019-11-13
30302,Heather,56.53,2019-11-13,2019-11-13
30303,Kimberly,79.2,2019-11-13,2019-11-13
30304,Beverly,55.52,2019-11-13,2019-11-13
30305,Adriana,65.54,2019-11-13,2019-11-13
30306,Cynthia,70.27,2019-11-13,2019-11-13
30307,Edwin,38.56,2019-11-13,2019-11-13
30308,Samuel,49.45,2019-11-13,2019-11-13
30309,Andrea,35.63,2019-11-13,2019-11-13
30310,Anna,79.8,2019-11-13,2019-11-13
30311,Cody,44.91,2019-11-13,2019-11-13
30312,Steve,80.47,2019-11-13,2019-11-13
30313,Kenneth,80.88,2019-11-13,2019-11-13
30314,Meagan,39.24,2019-11-13,2019-11-13
30315,Christine,38.98,2019-11-13,2019-11-13
30316,Jasmine,61.83,2019-11-13,2019-11-13
30317,Brandon,65.05,2019-11-13,2019-11-13
30318,Ricky,75.57,2019-11-13,2019-11-13
30319,Mary,21.68,2019-11-13,2019-11-13
30320,Jeffrey,53.52,2019-11-13,2019-11-13
30321,Christina,60.25,2019-11-13,2019-11-13
30322,Julia,32.45,2019-11-13,2019-11-13
30323,Sally,79.47,2019-11-13,2019-11-13
30324,Tracy,51.88,2019-11-13,2019-11-13
30325,William,51.37,2019-11-13,2019-11-13
30326,Zachary,34.25,2019-11-13,2019-11-13
30327,Amanda,26.77,2019-11-13,2019-11-13
30328,Erik,97.24,2019-11-13,2019-11-13
30329,Pamela,45.02,2019-11-13,2019-11-13
30330,Nancy,59.31,2019-11-13,2019-11-13
30331,Rickey,33.95,2019-11-13,2019-11-13
30332,Jason,29.5,2019-11-13,2019-11-13
30333,Kenneth,54.97,2019-11-13,2019-11-13
30334,Rodney,63.27,2019-11-13,2019-11-13
30335,James,64.56,2019-11-13,2019-11-13
30336,Madeline,79.93,2019-11-13,2019-11-13
30337,James,76.47,2019-11-13,2019-11-13
30338,Christina,38.26,2019-11-13,2019-11-13
30339,Tiffany,91.2,2019-11-13,2019-11-13
30340,Brittany,98.94,2019-11-13,2019-11-13
30341,Cheryl,55.68,2019-11-13,2019-11-13
30342,Derek,42.32,2019-11-13,2019-11-13
30343,Brenda,79.19,2019-11-13,2019-11-13
30344,John,25.51,2019-11-13,2019-11-13
30345,Elizabeth,83.0,2019-11-13,2019-11-13
30346,Cynthia,64.76,2019-11-13,2019-11-13
30347,Ronald,73.03,2019-11-13,2019-11-13
30348,Joel,85.7,2019-11-13,2019-11-13
30349,Elizabeth,29.22,2019-11-13,2019-11-13
30350,Barbara,70.09,2019-11-13,2019-11-13
30351,Sandra,87.84,2019-11-13,2019-11-13
30352,Darryl,50.99,2019-11-13,2019-11-13
30353,Kenneth,82.5,2019-11-13,2019-11-13
30354,Sophia,36.52,2019-11-13,2019-11-13
30355,Maria,87.05,2019-11-13,2019-11-13
30356,Karen,21.57,2019-11-13,2019-11-13
30357,Gloria,28.78,2019-11-13,2019-11-13
30358,Lori,30.7,2019-11-13,2019-11-13
30359,Lisa,98.76,2019-11-13,2019-11-13
30360,Terry,36.43,2019-11-13,2019-11-13
30361,Michael,98.09,2019-11-13,2019-11-13
30362,Sara,57.61,2019-11-13,2019-11-13
30363,Laura,85.38,2019-11-13,2019-11-13
30364,Tracy,76.25,2019-11-13,2019-11-13
30365,Danielle,78.11,2019-11-13,2019-11-13
30366,Robert,95.66,2019-11-13,2019-11-13
30367,Angela,83.15,2019-11-13,2019-11-13
30368,Austin,52.46,2019-11-13,2019-11-13
30369,Brittany,89.13,2019-11-13,2019-11-13
30370,Kimberly,53.37,2019-11-13,2019-11-13
30371,Marcus,41.27,2019-11-13,2019-11-13
30372,Andrea,96.26,2019-11-13,2019-11-13
30373,John,41.31,2019-11-13,2019-11-13
30374,Daniel,93.17,2019-11-13,2019-11-13
30375,Erik,71.84,2019-11-13,2019-11-13
30376,Steven,97.94,2019-11-13,2019-11-13
30377,Michael,96.98,2019-11-13,2019-11-13
30378,Jeremy,38.67,2019-11-13,2019-11-13
30379,Samuel,64.8,2019-11-13,2019-11-13
30380,Jennifer,57.24,2019-11-13,2019-11-13
30381,Jennifer,38.22,2019-11-13,2019-11-13
30382,Lisa,22.12,2019-11-13,2019-11-13
30383,Julia,51.96,2019-11-13,2019-11-13
30384,Paul,72.28,2019-11-13,2019-11-13
30385,William,25.35,2019-11-13,2019-11-13
30386,Stacie,45.05,2019-11-13,2019-11-13
30387,Heather,22.57,2019-11-13,2019-11-13
30388,Ruth,21.65,2019-11-13,2019-11-13
30389,Stephen,20.95,2019-11-13,2019-11-13
30390,Derek,27.35,2019-11-13,2019-11-13
30391,Connor,52.69,2019-11-13,2019-11-13
30392,Matthew,86.63,2019-11-13,2019-11-13
30393,Carrie,93.77,2019-11-13,2019-11-13
30394,Ana,66.37,2019-11-13,2019-11-13
30395,Daniel,21.4,2019-11-13,2019-11-13
30396,Brian,89.26,2019-11-13,2019-11-13
30397,Andrea,29.95,2019-11-13,2019-11-13
30398,Benjamin,21.31,2019-11-13,2019-11-13
30399,Kimberly,32.34,2019-11-13,2019-11-13
30400,Jamie,79.15,2019-11-13,2019-11-13
30401,Lisa,36.28,2019-11-13,2019-11-13
30402,Paul,27.16,2019-11-13,2019-11-13
30403,Olivia,52.9,2019-11-13,2019-11-13
30404,Larry,23.69,2019-11-13,2019-11-13
30405,Chelsea,28.59,2019-11-13,2019-11-13
30406,Kara,80.86,2019-11-13,2019-11-13
30407,Michael,51.31,2019-11-13,2019-11-13
30408,Amber,55.1,2019-11-13,2019-11-13
30409,Jennifer,52.02,2019-11-13,2019-11-13
30410,Julie,61.99,2019-11-13,2019-11-13
30411,Casey,47.59,2019-11-13,2019-11-13
30412,Michael,46.58,2019-11-13,2019-11-13
30413,Dominic,92.47,2019-11-13,2019-11-13
30414,Katherine,62.37,2019-11-13,2019-11-13
30415,Bobby,63.18,2019-11-13,2019-11-13
30416,Susan,84.06,2019-11-13,2019-11-13
30417,Mary,23.1,2019-11-13,2019-11-13
30418,Jennifer,71.89,2019-11-13,2019-11-13
30419,William,41.77,2019-11-13,2019-11-13
30420,Joseph,30.88,2019-11-13,2019-11-13
30421,Carol,78.65,2019-11-13,2019-11-13
30422,Emily,83.16,2019-11-13,2019-11-13
30423,Michael,38.84,2019-11-13,2019-11-13
30424,Joseph,29.24,2019-11-13,2019-11-13
30425,Christopher,65.91,2019-11-13,2019-11-13
30426,Sarah,85.33,2019-11-13,2019-11-13
30427,Catherine,41.75,2019-11-13,2019-11-13
30428,Joshua,65.04,2019-11-13,2019-11-13
30429,Adam,85.12,2019-11-13,2019-11-13
30430,Phyllis,60.31,2019-11-13,2019-11-13
30431,Shannon,54.79,2019-11-13,2019-11-13
30432,Jessica,86.73,2019-11-13,2019-11-13
30433,Brittany,47.02,2019-11-13,2019-11-13
30434,James,87.43,2019-11-13,2019-11-13
30435,Sharon,32.28,2019-11-13,2019-11-13
30436,Ashley,37.1,2019-11-13,2019-11-13
30437,George,39.25,2019-11-13,2019-11-13
30438,Jonathan,42.16,2019-11-13,2019-11-13
30439,Joshua,82.92,2019-11-13,2019-11-13
30440,Michael,51.54,2019-11-13,2019-11-13
30441,Sabrina,39.82,2019-11-13,2019-11-13
30442,Brandon,44.34,2019-11-13,2019-11-13
30443,Christopher,42.72,2019-11-13,2019-11-13
30444,Kyle,50.65,2019-11-13,2019-11-13
30445,Jeremiah,74.3,2019-11-13,2019-11-13
30446,Cindy,47.65,2019-11-13,2019-11-13
30447,Scott,37.31,2019-11-13,2019-11-13
30448,Jeffrey,28.32,2019-11-13,2019-11-13
30449,Michael,51.9,2019-11-13,2019-11-13
30450,Kimberly,20.53,2019-11-13,2019-11-13
30451,Lisa,36.78,2019-11-13,2019-11-13
30452,Nicole,93.46,2019-11-13,2019-11-13
30453,Megan,89.35,2019-11-13,2019-11-13
30454,Michael,42.92,2019-11-13,2019-11-13
30455,Bryan,34.86,2019-11-13,2019-11-13
30456,Wayne,68.43,2019-11-13,2019-11-13
30457,Gregory,80.55,2019-11-13,2019-11-13
30458,Michael,99.86,2019-11-13,2019-11-13
30459,Roger,22.41,2019-11-13,2019-11-13
30460,Andrew,60.81,2019-11-13,2019-11-13
30461,Gina,24.79,2019-11-13,2019-11-13
30462,Madison,79.88,2019-11-13,2019-11-13
30463,Natasha,32.86,2019-11-13,2019-11-13
30464,Julia,55.73,2019-11-13,2019-11-13
30465,Susan,64.51,2019-11-13,2019-11-13
30466,Johnny,75.44,2019-11-13,2019-11-13
30467,Kendra,61.05,2019-11-13,2019-11-13
30468,Zachary,41.03,2019-11-13,2019-11-13
30469,Michele,34.09,2019-11-13,2019-11-13
30470,Edward,95.31,2019-11-13,2019-11-13
30471,Emily,75.65,2019-11-13,2019-11-13
30472,Ariel,69.98,2019-11-13,2019-11-13
30473,Penny,82.77,2019-11-13,2019-11-13
30474,Tasha,82.32,2019-11-13,2019-11-13
30475,James,72.03,2019-11-13,2019-11-13
30476,Beth,23.04,2019-11-13,2019-11-13
30477,Charles,62.62,2019-11-13,2019-11-13
30478,Sherry,50.16,2019-11-13,2019-11-13
30479,Tammy,76.07,2019-11-13,2019-11-13
30480,Joshua,51.19,2019-11-13,2019-11-13
30481,Anna,43.19,2019-11-13,2019-11-13
30482,Steven,57.79,2019-11-13,2019-11-13
30483,Cynthia,49.73,2019-11-13,2019-11-13
30484,Cassandra,37.98,2019-11-13,2019-11-13
30485,Bradley,53.67,2019-11-13,2019-11-13
30486,Peter,28.72,2019-11-13,2019-11-13
30487,Michael,79.41,2019-11-13,2019-11-13
30488,Richard,23.25,2019-11-13,2019-11-13
30489,Leslie,40.87,2019-11-13,2019-11-13
30490,Alexander,37.95,2019-11-13,2019-11-13
30491,Thomas,75.89,2019-11-13,2019-11-13
30492,Emma,93.16,2019-11-13,2019-11-13
30493,Steven,37.0,2019-11-13,2019-11-13
30494,Christopher,28.92,2019-11-13,2019-11-13
30495,Ricky,43.34,2019-11-13,2019-11-13
30496,Edward,21.8,2019-11-13,2019-11-13
30497,Mike,94.68,2019-11-13,2019-11-13
30498,Tina,38.36,2019-11-13,2019-11-13
30499,Brandon,96.32,2019-11-13,2019-11-13
30500,Monica,50.03,2019-11-13,2019-11-13
